w1,9463,0.068,0.868,0.064,-0.8686
w2,5868,0.071,0.86,0.069,-0.8068
w3,5588,0.077,0.839,0.084,0.8714
w4,6426,0.04,0.896,0.063,0.9602
w5,4082,0.056,0.874,0.07,0.5574
w6,290,0.107,0.744,0.149,0.296
w7,6702,0.038,0.881,0.081,0.9906
w8,9864,0.046,0.907,0.047,-0.5994
w9,151,0.0,0.706,0.294,0.8176
w10,175,0.129,0.804,0.067,-0.34
w11,34,0.0,1.0,0.0,0.0
w12,153,0.151,0.849,0.0,-0.4767
w13,6846,0.051,0.774,0.175,0.999
w14,9599,0.073,0.864,0.064,-0.9442
w15,7394,0.034,0.897,0.069,0.9873
w16,90,0.0,1.0,0.0,0.0
w17,231,0.086,0.801,0.113,-0.0258
w18,6232,0.061,0.855,0.084,0.9661
w19,4008,0.064,0.827,0.109,0.9795
w20,276,0.108,0.892,0.0,-0.6249
w21,3061,0.076,0.833,0.091,0.8229
w22,94,0.195,0.805,0.0,-0.4404
w23,22954,0.047,0.831,0.122,0.9998
w25,158,0.0,1.0,0.0,0.0
w26,13421,0.036,0.845,0.119,0.9995
w27,5483,0.055,0.879,0.066,0.8836
w28,7435,0.054,0.827,0.119,0.997
w29,4554,0.059,0.829,0.112,0.9898
w30,97,0.0,0.851,0.149,0.2732
w31,805,0.0,1.0,0.0,0.0
w32,139,0.127,0.873,0.0,-0.4404
w33,108,0.0,1.0,0.0,0.0
w34,4760,0.036,0.914,0.05,0.6545
w35,99,0.0,1.0,0.0,0.0
w36,179,0.104,0.896,0.0,-0.4404
w37,1590,0.065,0.824,0.111,0.8957
w38,205,0.18,0.82,0.0,-0.6908
w39,7881,0.117,0.817,0.065,-0.9976
w40,5588,0.098,0.864,0.037,-0.9952
w41,45,0.0,1.0,0.0,0.0
w42,1798,0.008,0.919,0.073,0.9641
w43,3302,0.057,0.906,0.037,-0.8775
w44,9891,0.072,0.831,0.097,0.9857
w45,3323,0.032,0.877,0.091,0.982
w46,1691,0.025,0.895,0.08,0.8893
w47,337,0.0,0.938,0.062,0.25
w48,9508,0.033,0.848,0.119,0.9992
w49,14693,0.065,0.811,0.123,0.9992
w50,258,0.0,0.921,0.079,0.4588
w51,54,0.0,1.0,0.0,0.0
w52,87,0.153,0.847,0.0,-0.4019
w53,3119,0.024,0.936,0.04,0.8368
w54,3855,0.09,0.843,0.067,-0.9387
w55,7088,0.033,0.866,0.101,0.9976
w56,2778,0.025,0.895,0.081,0.9627
w57,4090,0.083,0.87,0.047,-0.9732
w58,10559,0.088,0.863,0.048,-0.9975
w59,10638,0.087,0.845,0.068,-0.9862
w60,24,0.0,1.0,0.0,0.0
w61,850,0.0,1.0,0.0,0.0
w62,5970,0.099,0.802,0.1,-0.4319
w63,6399,0.038,0.912,0.049,0.8094
w64,2876,0.02,0.935,0.046,0.7809
w65,3880,0.038,0.848,0.114,0.9929
w66,6700,0.072,0.865,0.063,-0.9145
w67,158,0.0,1.0,0.0,0.0
w68,94,0.0,1.0,0.0,0.0
w69,1489,0.036,0.926,0.037,-0.2023
w70,6726,0.079,0.879,0.042,-0.9914
w71,7047,0.032,0.824,0.144,0.999
w72,2333,0.062,0.832,0.106,0.9252
w73,3877,0.048,0.866,0.086,0.963
w74,1662,0.022,0.898,0.08,0.9008
w75,89,0.0,1.0,0.0,0.0
w76,125,0.0,1.0,0.0,0.0
w77,8871,0.031,0.886,0.083,0.9962
w78,7292,0.022,0.889,0.089,0.9958
w79,9323,0.102,0.804,0.095,-0.9055
w80,36,0.0,1.0,0.0,0.0
w81,8076,0.077,0.842,0.081,0.5805
w82,157,0.0,1.0,0.0,0.0
w83,5414,0.05,0.912,0.038,-0.9275
w84,12547,0.052,0.886,0.062,0.9175
w85,77,0.0,0.803,0.197,0.4019
w86,3424,0.046,0.832,0.122,0.9914
w87,859,0.0,1.0,0.0,0.0
w88,1635,0.033,0.927,0.039,-0.1531
w89,7526,0.044,0.898,0.058,0.9198
w90,4622,0.061,0.827,0.111,0.9891
w91,9315,0.1,0.824,0.076,-0.994
w92,1030,0.044,0.927,0.03,-0.34
w93,25133,0.072,0.815,0.113,0.9996
w94,11705,0.028,0.845,0.127,0.9995
w95,13687,0.054,0.822,0.124,0.9995
w96,34,0.0,1.0,0.0,0.0
w97,4475,0.069,0.852,0.078,0.7556
w98,99,0.0,1.0,0.0,0.0
w99,160,0.0,1.0,0.0,0.0
w100,355,0.0,1.0,0.0,0.0
w101,212,0.0,1.0,0.0,0.0
w102,13162,0.029,0.844,0.127,0.9995
w103,2166,0.023,0.928,0.049,0.7666
w104,281,0.0,0.808,0.192,0.765
w105,9623,0.028,0.877,0.095,0.998
w106,10823,0.062,0.859,0.079,0.9896
w107,7653,0.044,0.872,0.084,0.9906
w108,108,0.072,0.928,0.0,-0.1027
w109,6824,0.05,0.893,0.057,0.8774
w110,4152,0.072,0.882,0.046,-0.9256
w111,3552,0.05,0.872,0.078,0.8966
w112,14369,0.075,0.835,0.09,0.9893
w113,13058,0.052,0.891,0.057,0.58
w114,12636,0.041,0.875,0.084,0.9975
w115,8567,0.017,0.929,0.054,0.9806
w116,122,0.0,1.0,0.0,0.0
w117,10763,0.087,0.84,0.072,-0.9782
w118,35,0.0,1.0,0.0,0.0
w119,196,0.0,1.0,0.0,0.0
w120,35,0.0,1.0,0.0,0.0
w121,4491,0.015,0.879,0.106,0.9958
w122,6737,0.054,0.894,0.052,0.7955
w123,298,0.059,0.941,0.0,-0.3182
w124,511,0.062,0.88,0.058,-0.0772
w125,8375,0.068,0.877,0.055,-0.958
w126,355,0.0,1.0,0.0,0.0
w127,7577,0.081,0.83,0.089,0.627
w128,109,0.0,0.734,0.266,0.5727
w129,3195,0.024,0.912,0.064,0.957
w130,96,0.0,0.691,0.309,0.7009
w131,199,0.194,0.806,0.0,-0.6486
w132,88,0.0,1.0,0.0,0.0
w133,1491,0.0,0.932,0.068,0.9367
w134,8597,0.034,0.885,0.081,0.9926
w135,5161,0.007,0.892,0.102,0.9971
w136,88,0.0,1.0,0.0,0.0
w137,2379,0.097,0.863,0.041,-0.9649
w138,7061,0.029,0.824,0.147,0.999
w139,2083,0.067,0.872,0.062,-0.2105
w140,338,0.0,0.938,0.062,0.25
w141,8143,0.075,0.847,0.078,0.238
w142,8392,0.042,0.879,0.078,0.9842
w143,100,0.0,1.0,0.0,0.0
w144,6032,0.013,0.875,0.113,0.9976
w145,5435,0.098,0.842,0.06,-0.991
w146,4212,0.027,0.884,0.089,0.9853
w147,7092,0.048,0.872,0.08,0.9835
w148,5779,0.042,0.811,0.147,0.9985
w149,18048,0.037,0.848,0.115,0.9997
w150,9252,0.08,0.874,0.047,-0.994
w151,10701,0.015,0.938,0.047,0.9905
w152,4192,0.04,0.884,0.077,0.959
w153,157,0.0,0.743,0.257,0.6734
w154,1050,0.02,0.893,0.087,0.8225
w155,91,0.0,1.0,0.0,0.0
w156,3563,0.034,0.852,0.114,0.9921
w157,1701,0.01,0.955,0.035,0.6597
w158,5616,0.048,0.844,0.109,0.9943
w159,98,0.0,1.0,0.0,0.0
w160,154,0.0,1.0,0.0,0.0
w161,5530,0.044,0.896,0.06,0.9331
w162,228,0.103,0.804,0.093,-0.0772
w163,219,0.0,1.0,0.0,0.0
w164,166,0.204,0.68,0.116,-0.296
w165,713,0.0,0.944,0.056,0.5826
w166,2599,0.019,0.89,0.091,0.9817
w167,5820,0.015,0.873,0.111,0.9975
w168,4835,0.012,0.874,0.114,0.9973
w169,46,0.0,1.0,0.0,0.0
w170,88,0.0,1.0,0.0,0.0
w171,1527,0.0,0.959,0.041,0.8611
w172,8240,0.161,0.754,0.085,-0.9992
w173,6515,0.058,0.845,0.097,0.9826
w174,88,0.0,1.0,0.0,0.0
w175,5863,0.038,0.86,0.101,0.9955
w176,2375,0.07,0.878,0.053,-0.7035
w177,6858,0.064,0.865,0.07,0.6783
w178,10199,0.033,0.845,0.121,0.9989
w179,7116,0.079,0.792,0.129,0.994
w180,4057,0.031,0.862,0.108,0.9919
w181,8225,0.045,0.834,0.121,0.9979
w182,145,0.0,1.0,0.0,0.0
w183,13768,0.092,0.79,0.119,0.9951
w184,14688,0.046,0.85,0.104,0.9983
w185,7790,0.069,0.874,0.057,-0.9393
w186,851,0.0,1.0,0.0,0.0
w187,5785,0.089,0.853,0.058,-0.9915
w188,6915,0.096,0.841,0.063,-0.9923
w189,13776,0.05,0.889,0.061,0.9852
w190,8204,0.043,0.822,0.136,0.9991
w191,10434,0.1,0.843,0.058,-0.998
w192,6710,0.081,0.848,0.071,-0.9459
w193,67,0.0,1.0,0.0,0.0
w194,317,0.0,1.0,0.0,0.0
w195,2956,0.063,0.872,0.066,-0.3832
w196,2909,0.038,0.899,0.063,0.7774
w197,1640,0.01,0.861,0.129,0.9686
w198,6987,0.045,0.904,0.051,0.881
w199,923,0.054,0.921,0.025,-0.5267
w200,11472,0.059,0.84,0.1,0.9975
w201,6246,0.055,0.885,0.061,0.6114
w202,3860,0.077,0.898,0.025,-0.9855
w203,4746,0.075,0.9,0.025,-0.9856
w204,6201,0.052,0.922,0.025,-0.9769
w205,4411,0.027,0.908,0.065,0.979
w206,5902,0.029,0.903,0.068,0.9871
w207,1447,0.0,0.954,0.046,0.8611
w208,10245,0.039,0.893,0.068,0.9931
w209,517,0.0,0.92,0.08,0.7456
w210,718,0.0,0.908,0.092,0.7488
w211,6589,0.045,0.868,0.086,0.9895
w212,3839,0.06,0.797,0.143,0.9892
w213,94,0.136,0.864,0.0,-0.296
w214,9230,0.038,0.91,0.053,0.9683
w215,6817,0.073,0.87,0.057,-0.8792
w216,4864,0.048,0.889,0.063,0.791
w217,3101,0.078,0.859,0.064,-0.8436
w218,5311,0.059,0.887,0.055,-0.2679
w219,5338,0.169,0.769,0.062,-0.9989
w220,979,0.0,0.938,0.062,0.7003
w221,8822,0.072,0.849,0.079,0.9191
w222,1905,0.078,0.823,0.099,0.5994
w223,7075,0.046,0.869,0.085,0.9917
w224,172,0.099,0.901,0.0,-0.3182
w225,184,0.0,1.0,0.0,0.0
w226,11039,0.042,0.882,0.075,0.9951
w227,2468,0.074,0.854,0.072,-0.0173
w228,868,0.024,0.976,0.0,-0.4404
w229,5168,0.056,0.887,0.057,-0.0751
w230,4533,0.022,0.888,0.09,0.9883
w231,7884,0.037,0.875,0.088,0.9956
w232,109,0.0,1.0,0.0,0.0
w233,7487,0.025,0.923,0.051,0.9806
w234,15558,0.07,0.821,0.109,0.9978
w235,86,0.136,0.739,0.125,-0.0516
w236,3449,0.052,0.872,0.076,0.9327
w237,5936,0.079,0.874,0.048,-0.9868
w238,1502,0.013,0.944,0.043,0.7691
w239,1477,0.0,0.994,0.006,0.0772
w240,88,0.0,1.0,0.0,0.0
w241,6283,0.044,0.861,0.095,0.9958
w242,7946,0.033,0.879,0.088,0.9963
w243,3975,0.033,0.894,0.072,0.9747
w244,5217,0.027,0.88,0.093,0.9936
w245,6679,0.056,0.855,0.09,0.9893
w246,6770,0.043,0.902,0.055,0.7789
w247,2134,0.007,0.932,0.061,0.9486
w248,277,0.447,0.553,0.0,-0.97
w249,35,0.0,1.0,0.0,0.0
w250,4345,0.039,0.886,0.076,0.976
w251,348,0.0,1.0,0.0,0.0
w252,13334,0.054,0.874,0.072,0.9874
w253,11540,0.041,0.873,0.086,0.9941
w254,348,0.0,1.0,0.0,0.0
w255,7786,0.049,0.824,0.128,0.9987
w256,13652,0.034,0.852,0.114,0.9992
w257,6772,0.147,0.768,0.084,-0.9983
w258,10793,0.038,0.829,0.133,0.9995
w259,9437,0.034,0.89,0.077,0.9915
w260,88,0.0,1.0,0.0,0.0
w261,9538,0.036,0.906,0.058,0.9802
w262,23901,0.046,0.825,0.129,0.9999
w263,4079,0.03,0.828,0.142,0.9967
w264,37,0.0,1.0,0.0,0.0
w265,4147,0.035,0.899,0.066,0.9676
w266,13062,0.051,0.877,0.072,0.9945
w267,11940,0.086,0.861,0.053,-0.9961
w268,12291,0.063,0.876,0.061,-0.4727
w269,13562,0.045,0.865,0.09,0.9981
w270,159,0.16,0.764,0.076,-0.34
w271,10313,0.03,0.907,0.063,0.9941
w272,115,0.0,1.0,0.0,0.0
w273,3118,0.018,0.93,0.052,0.9421
w274,7332,0.086,0.793,0.121,0.9921
w275,200,0.209,0.791,0.0,-0.8122
w276,8823,0.063,0.858,0.08,0.2113
w277,18242,0.07,0.852,0.078,0.9033
w278,7138,0.065,0.856,0.078,0.8932
w279,16840,0.027,0.893,0.08,0.9987
w280,8485,0.011,0.909,0.08,0.9975
w281,9069,0.122,0.757,0.121,-0.9592
w282,123,0.0,1.0,0.0,0.0
w283,110,0.0,0.903,0.097,0.1027
w284,5027,0.063,0.876,0.061,-0.7083
w285,10802,0.1,0.777,0.123,0.9958
w286,875,0.0,0.961,0.039,0.4753
w287,18321,0.03,0.915,0.055,0.9963
w288,16823,0.034,0.896,0.07,0.9979
w289,62,0.0,1.0,0.0,0.0
w290,9513,0.074,0.82,0.106,0.9785
w291,9576,0.03,0.883,0.087,0.9949
w292,230,0.0,1.0,0.0,0.0
w293,3909,0.049,0.904,0.047,-0.5775
w294,2075,0.0,0.937,0.063,0.9573
w295,88,0.0,1.0,0.0,0.0
w296,46,0.0,1.0,0.0,0.0
w297,6583,0.025,0.905,0.07,0.9895
w298,18127,0.012,0.929,0.058,0.999
w299,24,0.0,1.0,0.0,0.0
w300,4831,0.097,0.821,0.083,-0.6752
w301,5376,0.057,0.884,0.059,0.0453
w302,8301,0.103,0.815,0.081,-0.9808
w303,8369,0.037,0.894,0.069,0.987
w304,9711,0.086,0.83,0.085,-0.8624
w305,3942,0.02,0.875,0.104,0.9926
w306,153,0.0,1.0,0.0,0.0
w307,170,0.073,0.927,0.0,-0.128
w308,10486,0.067,0.875,0.057,-0.9615
w309,249,0.0,1.0,0.0,0.0
w310,35,0.0,1.0,0.0,0.0
w311,3755,0.028,0.884,0.089,0.9825
w312,472,0.0,0.964,0.036,0.2732
w313,348,0.0,1.0,0.0,0.0
w314,8026,0.058,0.866,0.076,0.9271
w315,3272,0.061,0.839,0.1,0.9441
w316,62,0.0,1.0,0.0,0.0
w317,7256,0.02,0.898,0.081,0.995
w318,140,0.0,0.958,0.042,0.0258
w319,9599,0.034,0.893,0.073,0.9939
w320,17558,0.043,0.821,0.136,0.9998
w321,123,0.0,0.952,0.048,0.0258
w322,1539,0.019,0.94,0.041,0.7319
w323,4702,0.069,0.842,0.089,0.8599
w324,46,0.0,1.0,0.0,0.0
w325,88,0.0,1.0,0.0,0.0
w326,2955,0.036,0.886,0.078,0.9525
w327,8022,0.032,0.812,0.156,0.9994
w328,3166,0.057,0.825,0.118,0.9894
w329,2265,0.046,0.892,0.062,0.7628
w330,167,0.0,0.896,0.104,0.4404
w331,393,0.0,0.938,0.062,0.4588
w332,87,0.0,1.0,0.0,0.0
w333,2782,0.072,0.815,0.113,0.9114
w334,6588,0.077,0.848,0.075,-0.5349
w335,25,0.0,1.0,0.0,0.0
w336,5101,0.13,0.785,0.085,-0.9932
w337,979,0.03,0.938,0.032,0.0516
w338,8205,0.088,0.807,0.106,0.967
w339,12605,0.07,0.814,0.116,0.9986
w340,13732,0.043,0.823,0.134,0.9996
w341,3458,0.026,0.851,0.123,0.9946
w342,13424,0.042,0.856,0.102,0.9992
w343,348,0.0,1.0,0.0,0.0
w344,8955,0.072,0.862,0.066,-0.6936
w345,4557,0.052,0.856,0.092,0.9842
w346,13128,0.115,0.794,0.091,-0.9942
w347,292,0.0,1.0,0.0,0.0
w348,4955,0.063,0.864,0.073,0.8511
w349,837,0.024,0.895,0.082,0.8414
w350,3980,0.05,0.819,0.131,0.9943
w351,6436,0.052,0.861,0.087,0.9876
w352,30680,0.057,0.86,0.082,0.9994
w353,5278,0.058,0.831,0.112,0.9927
w354,14134,0.018,0.935,0.047,0.9959
w355,62,0.0,1.0,0.0,0.0
w356,7792,0.061,0.858,0.081,0.9737
w357,148,0.102,0.8,0.098,-0.0258
w358,7488,0.053,0.862,0.085,0.9828
w359,16702,0.091,0.75,0.158,0.9997
w360,108,0.0,1.0,0.0,0.0
w361,2361,0.092,0.824,0.084,-0.7902
w362,2979,0.048,0.887,0.066,0.8225
w363,736,0.033,0.916,0.052,0.3348
w364,390,0.0,0.938,0.062,0.4588
w365,3771,0.074,0.847,0.079,0.473
w366,3878,0.042,0.778,0.179,0.9983
w367,4748,0.053,0.888,0.059,-0.3515
w368,17610,0.047,0.868,0.085,0.9985
w369,9739,0.059,0.829,0.112,0.9984
w370,7676,0.035,0.932,0.034,-0.7896
w371,302,0.0,1.0,0.0,0.0
w372,4923,0.054,0.901,0.045,-0.8472
w373,3119,0.068,0.879,0.053,-0.9077
w374,7036,0.057,0.82,0.122,0.996
w375,1065,0.022,0.918,0.06,0.6369
w376,35,0.0,1.0,0.0,0.0
w377,145,0.0,1.0,0.0,0.0
w378,173,0.0,0.754,0.246,0.7351
w379,35,0.0,1.0,0.0,0.0
w380,236,0.0,0.912,0.088,0.4588
w381,35,0.0,1.0,0.0,0.0
w382,6074,0.031,0.915,0.054,0.9666
w383,8104,0.071,0.866,0.063,-0.9429
w384,276,0.0,1.0,0.0,0.0
w385,3514,0.038,0.832,0.13,0.9943
w386,12539,0.06,0.894,0.046,-0.9678
w387,1454,0.021,0.979,0.0,-0.25
w388,296,0.124,0.814,0.061,-0.4215
w389,355,0.0,1.0,0.0,0.0
w390,493,0.0,0.969,0.031,0.2732
w391,16010,0.05,0.829,0.121,0.9996
w392,12871,0.041,0.839,0.119,0.999
w393,4585,0.062,0.863,0.075,0.6681
w394,17728,0.034,0.874,0.092,0.9991
w395,6799,0.068,0.854,0.078,0.9136
w396,147,0.0,1.0,0.0,0.0
w397,18056,0.037,0.914,0.049,0.9763
w398,7794,0.06,0.808,0.133,0.998
w399,11995,0.035,0.878,0.088,0.9978
w400,10521,0.067,0.853,0.08,0.9336
w401,15914,0.072,0.831,0.098,0.9936
w402,4210,0.034,0.871,0.095,0.9842
w403,120,0.0,1.0,0.0,0.0
w404,174,0.0,1.0,0.0,0.0
w405,9389,0.024,0.912,0.063,0.9952
w406,4172,0.077,0.862,0.062,-0.8038
w407,11215,0.053,0.885,0.062,0.9229
w408,8134,0.083,0.87,0.047,-0.9921
w409,3517,0.055,0.866,0.078,0.9045
w410,6956,0.041,0.924,0.035,-0.5271
w411,6146,0.039,0.904,0.057,0.9622
w412,1471,0.0,1.0,0.0,0.0
w413,6725,0.058,0.902,0.039,-0.9544
w414,23897,0.06,0.856,0.085,0.9975
w415,5583,0.035,0.883,0.083,0.989
w416,159,0.0,1.0,0.0,0.0
w417,8292,0.031,0.911,0.058,0.9742
w418,7110,0.067,0.846,0.086,0.9744
w420,39317,0.06,0.864,0.076,0.9982
w421,7413,0.05,0.887,0.063,0.9168
w422,9580,0.034,0.903,0.063,0.9898
w423,378,0.0,0.941,0.059,0.4588
w424,7783,0.018,0.938,0.044,0.9734
w425,7357,0.057,0.88,0.064,0.81
w426,9443,0.036,0.903,0.062,0.983
w428,9997,0.089,0.865,0.046,-0.9932
w429,62,0.0,1.0,0.0,0.0
w430,16846,0.065,0.829,0.107,0.9982
w431,6501,0.015,0.94,0.044,0.9704
w432,46,0.0,1.0,0.0,0.0
w433,88,0.0,1.0,0.0,0.0
w434,20708,0.053,0.878,0.069,0.9943
w435,19909,0.049,0.897,0.055,0.4343
w436,9149,0.059,0.885,0.056,-0.9599
w437,7159,0.06,0.861,0.079,0.9275
w439,4859,0.068,0.816,0.116,0.9847
w441,229,0.0,0.714,0.286,0.8807
w442,3039,0.025,0.914,0.062,0.9385
w443,3515,0.056,0.866,0.078,0.896
w444,16,0.0,1.0,0.0,0.0
w445,11113,0.04,0.876,0.084,0.9955
w446,1471,0.058,0.942,0.0,-0.6908
w447,4704,0.061,0.857,0.082,0.9467
w448,3303,0.03,0.834,0.136,0.9951
w449,1857,0.063,0.846,0.091,0.7506
w450,275,0.227,0.773,0.0,-0.8126
w451,159,0.0,1.0,0.0,0.0
w453,6480,0.083,0.832,0.085,-0.4278
w454,5469,0.069,0.85,0.081,0.9447
w455,2939,0.063,0.886,0.051,-0.7639
w456,3391,0.094,0.84,0.066,-0.9674
w457,9202,0.063,0.9,0.037,-0.9827
w458,18420,0.132,0.779,0.089,-0.9996
w459,221,0.0,1.0,0.0,0.0
w460,400,0.04,0.917,0.043,0.0516
w461,419,0.039,0.919,0.042,0.0516
w462,11404,0.05,0.899,0.052,-0.1032
w463,9090,0.035,0.906,0.059,0.9895
w465,3756,0.053,0.902,0.045,-0.7712
w466,5627,0.052,0.881,0.066,0.9032
w467,5544,0.047,0.858,0.095,0.9833
w468,1878,0.028,0.922,0.05,0.6249
w469,8920,0.056,0.86,0.084,0.9884
w470,6507,0.056,0.849,0.096,0.9824
w471,88,0.0,1.0,0.0,0.0
w472,102,0.113,0.718,0.169,0.2732
w473,80,0.236,0.764,0.0,-0.5267
w474,159,0.0,1.0,0.0,0.0
w475,11417,0.074,0.875,0.051,-0.994
w476,4445,0.052,0.908,0.04,-0.8609
w477,261,0.0,1.0,0.0,0.0
w479,62,0.0,1.0,0.0,0.0
w480,10064,0.055,0.826,0.119,0.9987
w481,8731,0.062,0.857,0.081,0.9824
w482,8167,0.008,0.884,0.107,0.999
w483,15154,0.064,0.817,0.119,0.999
w484,243,0.0,0.93,0.07,0.34
w485,5971,0.036,0.925,0.039,-0.7543
w486,17606,0.063,0.84,0.097,0.9977
w487,6241,0.016,0.935,0.049,0.9755
w488,5754,0.035,0.914,0.051,0.9016
w489,12184,0.041,0.839,0.12,0.9995
w490,6297,0.042,0.888,0.07,0.9766
w491,240,0.0,1.0,0.0,0.0
w492,116,0.231,0.769,0.0,-0.5859
w494,7678,0.064,0.888,0.047,-0.9795
w496,276,0.107,0.783,0.11,-0.2103
w497,4983,0.065,0.86,0.075,0.4823
w498,9281,0.053,0.873,0.074,0.9846
w499,5928,0.057,0.883,0.06,0.2991
w500,9066,0.088,0.858,0.055,-0.9943
w501,323,0.04,0.96,0.0,-0.1779
w502,8551,0.061,0.891,0.048,-0.9682
w503,289,0.0,1.0,0.0,0.0
w504,7103,0.04,0.861,0.098,0.997
w505,7159,0.019,0.906,0.076,0.9946
w506,159,0.0,1.0,0.0,0.0
w507,8559,0.054,0.891,0.055,-0.9241
w508,10056,0.074,0.876,0.05,-0.9911
w509,159,0.0,1.0,0.0,0.0
w511,11424,0.069,0.849,0.083,0.9664
w512,62,0.0,1.0,0.0,0.0
w513,11423,0.049,0.837,0.113,0.9992
w514,10293,0.049,0.876,0.075,0.9883
w515,19953,0.039,0.881,0.08,0.9991
w516,3653,0.015,0.904,0.081,0.9843
w517,4779,0.109,0.828,0.063,-0.9849
w518,4762,0.112,0.823,0.065,-0.9852
w519,249,0.0,1.0,0.0,0.0
w520,13805,0.106,0.834,0.06,-0.9987
w521,250,0.0,0.935,0.065,0.3182
w522,82,0.0,1.0,0.0,0.0
w523,3957,0.032,0.877,0.091,0.9858
w524,11531,0.12,0.79,0.09,-0.9983
w525,4731,0.045,0.856,0.099,0.9897
w526,13075,0.123,0.788,0.088,-0.9984
w527,202,0.0,1.0,0.0,0.0
w528,9570,0.061,0.868,0.071,0.9042
w529,12853,0.028,0.888,0.084,0.9984
w531,7729,0.048,0.897,0.055,0.899
w532,9065,0.053,0.881,0.066,0.8975
w533,9434,0.121,0.774,0.105,-0.9859
w534,5304,0.025,0.885,0.09,0.9939
w535,12614,0.076,0.854,0.07,-0.9248
w536,12479,0.063,0.881,0.056,-0.8945
w537,6502,0.041,0.892,0.067,0.9507
w538,9952,0.044,0.908,0.048,-0.3045
w539,5410,0.063,0.855,0.082,0.9035
w540,3243,0.07,0.847,0.084,0.4061
w541,5850,0.043,0.87,0.087,0.9877
w542,88,0.0,1.0,0.0,0.0
w543,88,0.0,1.0,0.0,0.0
w544,5077,0.046,0.894,0.06,0.7069
w545,1883,0.067,0.876,0.057,-0.4883
w546,88,0.0,1.0,0.0,0.0
w547,88,0.0,1.0,0.0,0.0
w548,444,0.163,0.837,0.0,-0.6662
w549,3943,0.043,0.785,0.172,0.9982
w550,8319,0.054,0.906,0.04,-0.949
w551,2502,0.095,0.834,0.071,-0.8796
w552,3191,0.114,0.841,0.045,-0.9828
w553,4582,0.045,0.884,0.071,0.9747
w554,851,0.0,1.0,0.0,0.0
w555,9077,0.078,0.833,0.089,0.9505
w556,3491,0.042,0.887,0.071,0.964
w557,4703,0.059,0.867,0.074,0.8827
w558,161,0.0,1.0,0.0,0.0
w559,12751,0.079,0.855,0.066,-0.989
w560,11792,0.059,0.854,0.087,0.9929
w561,9288,0.059,0.882,0.059,-0.8176
w562,202,0.0,1.0,0.0,0.0
w563,9888,0.043,0.904,0.054,0.872
w564,5477,0.006,0.943,0.051,0.9806
w565,6180,0.049,0.832,0.119,0.9976
w566,12151,0.037,0.909,0.053,0.8756
w567,198,0.187,0.813,0.0,-0.6486
w568,2995,0.053,0.894,0.053,-0.0688
w569,4201,0.02,0.914,0.066,0.9816
w570,110,0.0,1.0,0.0,0.0
w571,166,0.0,1.0,0.0,0.0
w572,4851,0.06,0.899,0.04,-0.9337
w573,3512,0.041,0.892,0.067,0.9064
w574,3664,0.015,0.882,0.104,0.9935
w575,7949,0.064,0.784,0.152,0.9992
w576,6919,0.06,0.881,0.058,0.5819
w577,5243,0.082,0.84,0.078,-0.8691
w578,2850,0.08,0.894,0.026,-0.9721
w579,258,0.0,1.0,0.0,0.0
w580,4858,0.047,0.879,0.074,0.9725
w581,721,0.07,0.847,0.083,0.2444
